,coluna,capacity_factor,x_coord,y_coord,Valor
913,875.0000,0.1605,"[ 2.18750000e+00  0.00000000e+00 -3.62476864e+04  0.00000000e+00
 -2.18750000e+00 -2.43620235e+03  0.00000000e+00  0.00000000e+00
  8.75000000e+02]","[ 2.28250000e+00  0.00000000e+00 -3.78218716e+04  0.00000000e+00
 -2.28250000e+00 -2.54200313e+03  0.00000000e+00  0.00000000e+00
  9.13000000e+02]",
868,1071.0000,0.1716,"[ 2.67750000e+00  0.00000000e+00 -4.43671682e+04  0.00000000e+00
 -2.67750000e+00 -2.98191167e+03  0.00000000e+00  0.00000000e+00
  1.07100000e+03]","[ 2.17000000e+00  0.00000000e+00 -3.59577049e+04  0.00000000e+00
 -2.17000000e+00 -2.41671273e+03  0.00000000e+00  0.00000000e+00
  8.68000000e+02]",
1581,796.0000,0.1804,"[ 1.99000000e+00  0.00000000e+00 -3.29750381e+04  0.00000000e+00
 -1.99000000e+00 -2.21624808e+03  0.00000000e+00  0.00000000e+00
  7.96000000e+02]","[ 3.95250000e+00  0.00000000e+00 -6.54943911e+04  0.00000000e+00
 -3.95250000e+00 -4.40186961e+03  0.00000000e+00  0.00000000e+00
  1.58100000e+03]",
849,699.0000,0.1095,"[ 1.74750000e+00  0.00000000e+00 -2.89567232e+04  0.00000000e+00
 -1.74750000e+00 -1.94617765e+03  0.00000000e+00  0.00000000e+00
  6.99000000e+02]","[ 2.12250000e+00  0.00000000e+00 -3.51706123e+04  0.00000000e+00
 -2.12250000e+00 -2.36381233e+03  0.00000000e+00  0.00000000e+00
  8.49000000e+02]",
1448,1063.0000,0.1865,"[ 2.65750000e+00  0.00000000e+00 -4.40357607e+04  0.00000000e+00
 -2.65750000e+00 -2.95963782e+03  0.00000000e+00  0.00000000e+00
  1.06300000e+03]","[ 3.62000000e+00  0.00000000e+00 -5.99847428e+04  0.00000000e+00
 -3.62000000e+00 -4.03156685e+03  0.00000000e+00  0.00000000e+00
  1.44800000e+03]",
1632,687.0000,0.1605,"[ 1.71750000e+00  0.00000000e+00 -2.84596121e+04  0.00000000e+00
 -1.71750000e+00 -1.91276687e+03  0.00000000e+00  0.00000000e+00
  6.87000000e+02]","[ 4.08000000e+00  0.00000000e+00 -6.76071134e+04  0.00000000e+00
 -4.08000000e+00 -4.54386540e+03  0.00000000e+00  0.00000000e+00
  1.63200000e+03]",
1785,395.0000,0.4485,"[ 9.87500000e-01  0.00000000e+00 -1.63632413e+04  0.00000000e+00
 -9.87500000e-01 -1.09977134e+03  0.00000000e+00  0.00000000e+00
  3.95000000e+02]","[ 4.46250000e+00  0.00000000e+00 -7.39452803e+04  0.00000000e+00
 -4.46250000e+00 -4.96985279e+03  0.00000000e+00  0.00000000e+00
  1.78500000e+03]",
106,593.0000,0.1754,"[ 1.48250000e+00  0.00000000e+00 -2.45655749e+04  0.00000000e+00
 -1.48250000e+00 -1.65104913e+03  0.00000000e+00  0.00000000e+00
  5.93000000e+02]","[ 2.65000000e-01  0.00000000e+00 -4.39114830e+03  0.00000000e+00
 -2.65000000e-01 -2.95128513e+02  0.00000000e+00  0.00000000e+00
  1.06000000e+02]",
1089,1020.0000,0.1805,"[ 2.55000000e+00  0.00000000e+00 -4.22544459e+04  0.00000000e+00
 -2.55000000e+00 -2.83991588e+03  0.00000000e+00  0.00000000e+00
  1.02000000e+03]","[ 2.72250000e+00  0.00000000e+00 -4.51128348e+04  0.00000000e+00
 -2.72250000e+00 -3.03202783e+03  0.00000000e+00  0.00000000e+00
  1.08900000e+03]",
484,769.0000,0.1176,"[ 1.92250000e+00  0.00000000e+00 -3.18565381e+04  0.00000000e+00
 -1.92250000e+00 -2.14107383e+03  0.00000000e+00  0.00000000e+00
  7.69000000e+02]","[ 1.21000000e+00  0.00000000e+00 -2.00501488e+04  0.00000000e+00
 -1.21000000e+00 -1.34756793e+03  0.00000000e+00  0.00000000e+00
  4.84000000e+02]",
1372,1053.0000,0.1597,"[ 2.63250000e+00  0.00000000e+00 -4.36215015e+04  0.00000000e+00
 -2.63250000e+00 -2.93179551e+03  0.00000000e+00  0.00000000e+00
  1.05300000e+03]","[ 3.43000000e+00  0.00000000e+00 -5.68363723e+04  0.00000000e+00
 -3.43000000e+00 -3.81996528e+03  0.00000000e+00  0.00000000e+00
  1.37200000e+03]",
1053,1112.0000,0.1844,"[ 2.78000000e+00  0.00000000e+00 -4.60656312e+04  0.00000000e+00
 -2.78000000e+00 -3.09606515e+03  0.00000000e+00  0.00000000e+00
  1.11200000e+03]","[ 2.63250000e+00  0.00000000e+00 -4.36215015e+04  0.00000000e+00
 -2.63250000e+00 -2.93179551e+03  0.00000000e+00  0.00000000e+00
  1.05300000e+03]",
627,310.0000,0.0741,"[ 7.75000000e-01  0.00000000e+00 -1.28420375e+04  0.00000000e+00
 -7.75000000e-01 -8.63111688e+02  0.00000000e+00  0.00000000e+00
  3.10000000e+02]","[ 1.56750000e+00  0.00000000e+00 -2.59740564e+04  0.00000000e+00
 -1.56750000e+00 -1.74571300e+03  0.00000000e+00  0.00000000e+00
  6.27000000e+02]",
915,890.0000,0.1164,"[ 2.22500000e+00  0.00000000e+00 -3.68690753e+04  0.00000000e+00
 -2.22500000e+00 -2.47796581e+03  0.00000000e+00  0.00000000e+00
  8.90000000e+02]","[ 2.28750000e+00  0.00000000e+00 -3.79047235e+04  0.00000000e+00
 -2.28750000e+00 -2.54757160e+03  0.00000000e+00  0.00000000e+00
  9.15000000e+02]",
680,445.0000,0.0885,"[ 1.11250000e+00  0.00000000e+00 -1.84345377e+04  0.00000000e+00
 -1.11250000e+00 -1.23898291e+03  0.00000000e+00  0.00000000e+00
  4.45000000e+02]","[ 1.70000000e+00  0.00000000e+00 -2.81696306e+04  0.00000000e+00
 -1.70000000e+00 -1.89327725e+03  0.00000000e+00  0.00000000e+00
  6.80000000e+02]",
1018,1320.0000,0.1912,"[ 3.30000000e+00  0.00000000e+00 -5.46822241e+04  0.00000000e+00
 -3.30000000e+00 -3.67518525e+03  0.00000000e+00  0.00000000e+00
  1.32000000e+03]","[ 2.54500000e+00  0.00000000e+00 -4.21715940e+04  0.00000000e+00
 -2.54500000e+00 -2.83434741e+03  0.00000000e+00  0.00000000e+00
  1.01800000e+03]",
106,278.0000,0.2327,"[ 6.95000000e-01  0.00000000e+00 -1.15164078e+04  0.00000000e+00
 -6.95000000e-01 -7.74016288e+02  0.00000000e+00  0.00000000e+00
  2.78000000e+02]","[ 2.65000000e-01  0.00000000e+00 -4.39114830e+03  0.00000000e+00
 -2.65000000e-01 -2.95128513e+02  0.00000000e+00  0.00000000e+00
  1.06000000e+02]",
380,1181.0000,0.4333,"[ 2.95250000e+00  0.00000000e+00 -4.89240202e+04  0.00000000e+00
 -2.95250000e+00 -3.28817711e+03  0.00000000e+00  0.00000000e+00
  1.18100000e+03]","[ 9.50000000e-01  0.00000000e+00 -1.57418524e+04  0.00000000e+00
 -9.50000000e-01 -1.05800788e+03  0.00000000e+00  0.00000000e+00
  3.80000000e+02]",
1750,390.0000,0.3859,"[ 9.75000000e-01  0.00000000e+00 -1.61561117e+04  0.00000000e+00
 -9.75000000e-01 -1.08585019e+03  0.00000000e+00  0.00000000e+00
  3.90000000e+02]","[ 4.37500000e+00  0.00000000e+00 -7.24953728e+04  0.00000000e+00
 -4.37500000e+00 -4.87240469e+03  0.00000000e+00  0.00000000e+00
  1.75000000e+03]",
64,268.0000,0.2906,"[ 6.70000000e-01  0.00000000e+00 -1.11021485e+04  0.00000000e+00
 -6.70000000e-01 -7.46173976e+02  0.00000000e+00  0.00000000e+00
  2.68000000e+02]","[ 1.60000000e-01  0.00000000e+00 -2.65125935e+03  0.00000000e+00
 -1.60000000e-01 -1.78190800e+02  0.00000000e+00  0.00000000e+00
  6.40000000e+01]",
477,751.0000,0.1470,"[ 1.87750000e+00  0.00000000e+00 -3.11108714e+04  0.00000000e+00
 -1.87750000e+00 -2.09095767e+03  0.00000000e+00  0.00000000e+00
  7.51000000e+02]","[ 1.19250000e+00  0.00000000e+00 -1.97601673e+04  0.00000000e+00
 -1.19250000e+00 -1.32807831e+03  0.00000000e+00  0.00000000e+00
  4.77000000e+02]",
457,765.0000,0.1157,"[ 1.91250000e+00  0.00000000e+00 -3.16908344e+04  0.00000000e+00
 -1.91250000e+00 -2.12993691e+03  0.00000000e+00  0.00000000e+00
  7.65000000e+02]","[ 1.14250000e+00  0.00000000e+00 -1.89316488e+04  0.00000000e+00
 -1.14250000e+00 -1.27239368e+03  0.00000000e+00  0.00000000e+00
  4.57000000e+02]",
1057,1091.0000,0.1894,"[ 2.72750000e+00  0.00000000e+00 -4.51956867e+04  0.00000000e+00
 -2.72750000e+00 -3.03759630e+03  0.00000000e+00  0.00000000e+00
  1.09100000e+03]","[ 2.64250000e+00  0.00000000e+00 -4.37872052e+04  0.00000000e+00
 -2.64250000e+00 -2.94293243e+03  0.00000000e+00  0.00000000e+00
  1.05700000e+03]",
1528,733.0000,0.1553,"[ 1.83250000e+00  0.00000000e+00 -3.03652047e+04  0.00000000e+00
 -1.83250000e+00 -2.04084151e+03  0.00000000e+00  0.00000000e+00
  7.33000000e+02]","[ 3.82000000e+00  0.00000000e+00 -6.32988169e+04  0.00000000e+00
 -3.82000000e+00 -4.25430535e+03  0.00000000e+00  0.00000000e+00
  1.52800000e+03]",
1746,1094.0000,0.2163,"[ 2.73500000e+00  0.00000000e+00 -4.53199645e+04  0.00000000e+00
 -2.73500000e+00 -3.04594899e+03  0.00000000e+00  0.00000000e+00
  1.09400000e+03]","[ 4.36500000e+00  0.00000000e+00 -7.23296691e+04  0.00000000e+00
 -4.36500000e+00 -4.86126777e+03  0.00000000e+00  0.00000000e+00
  1.74600000e+03]",
385,297.0000,0.1347,"[ 7.42500000e-01  0.00000000e+00 -1.23035004e+04  0.00000000e+00
 -7.42500000e-01 -8.26916682e+02  0.00000000e+00  0.00000000e+00
  2.97000000e+02]","[ 9.62500000e-01  0.00000000e+00 -1.59489820e+04  0.00000000e+00
 -9.62500000e-01 -1.07192903e+03  0.00000000e+00  0.00000000e+00
  3.85000000e+02]",
849,832.0000,0.2174,"[ 2.08000000e+00  0.00000000e+00 -3.44663715e+04  0.00000000e+00
 -2.08000000e+00 -2.31648040e+03  0.00000000e+00  0.00000000e+00
  8.32000000e+02]","[ 2.12250000e+00  0.00000000e+00 -3.51706123e+04  0.00000000e+00
 -2.12250000e+00 -2.36381233e+03  0.00000000e+00  0.00000000e+00
  8.49000000e+02]",
1246,1021.0000,0.1568,"[ 2.55250000e+00  0.00000000e+00 -4.22958718e+04  0.00000000e+00
 -2.55250000e+00 -2.84270011e+03  0.00000000e+00  0.00000000e+00
  1.02100000e+03]","[ 3.11500000e+00  0.00000000e+00 -5.16167054e+04  0.00000000e+00
 -3.11500000e+00 -3.46915214e+03  0.00000000e+00  0.00000000e+00
  1.24600000e+03]",
165,424.0000,0.1915,"[ 1.06000000e+00  0.00000000e+00 -1.75645932e+04  0.00000000e+00
 -1.06000000e+00 -1.18051405e+03  0.00000000e+00  0.00000000e+00
  4.24000000e+02]","[ 4.12500000e-01  0.00000000e+00 -6.83527801e+03  0.00000000e+00
 -4.12500000e-01 -4.59398157e+02  0.00000000e+00  0.00000000e+00
  1.65000000e+02]",
901,1064.0000,0.1618,"[ 2.66000000e+00  0.00000000e+00 -4.40771867e+04  0.00000000e+00
 -2.66000000e+00 -2.96242205e+03  0.00000000e+00  0.00000000e+00
  1.06400000e+03]","[ 2.25250000e+00  0.00000000e+00 -3.73247605e+04  0.00000000e+00
 -2.25250000e+00 -2.50859236e+03  0.00000000e+00  0.00000000e+00
  9.01000000e+02]",
1851,821.0000,0.3161,"[ 2.05250000e+00  0.00000000e+00 -3.40106863e+04  0.00000000e+00
 -2.05250000e+00 -2.28585386e+03  0.00000000e+00  0.00000000e+00
  8.21000000e+02]","[ 4.62750000e+00  0.00000000e+00 -7.66793915e+04  0.00000000e+00
 -4.62750000e+00 -5.15361205e+03  0.00000000e+00  0.00000000e+00
  1.85100000e+03]",
870,1406.0000,0.1977,"[ 3.51500000e+00  0.00000000e+00 -5.82448538e+04  0.00000000e+00
 -3.51500000e+00 -3.91462914e+03  0.00000000e+00  0.00000000e+00
  1.40600000e+03]","[ 2.17500000e+00  0.00000000e+00 -3.60405568e+04  0.00000000e+00
 -2.17500000e+00 -2.42228119e+03  0.00000000e+00  0.00000000e+00
  8.70000000e+02]",
1047,705.0000,0.0803,"[ 1.76250000e+00  0.00000000e+00 -2.92052788e+04  0.00000000e+00
 -1.76250000e+00 -1.96288303e+03  0.00000000e+00  0.00000000e+00
  7.05000000e+02]","[ 2.61750000e+00  0.00000000e+00 -4.33729459e+04  0.00000000e+00
 -2.61750000e+00 -2.91509012e+03  0.00000000e+00  0.00000000e+00
  1.04700000e+03]",
1646,652.0000,0.3346,"[ 1.63000000e+00  0.00000000e+00 -2.70097046e+04  0.00000000e+00
 -1.63000000e+00 -1.81531878e+03  0.00000000e+00  0.00000000e+00
  6.52000000e+02]","[ 4.11500000e+00  0.00000000e+00 -6.81870764e+04  0.00000000e+00
 -4.11500000e+00 -4.58284464e+03  0.00000000e+00  0.00000000e+00
  1.64600000e+03]",
177,231.0000,0.1595,"[ 5.77500000e-01  0.00000000e+00 -9.56938921e+03  0.00000000e+00
 -5.77500000e-01 -6.43157419e+02  0.00000000e+00  0.00000000e+00
  2.31000000e+02]","[ 4.42500000e-01  0.00000000e+00 -7.33238914e+03  0.00000000e+00
 -4.42500000e-01 -4.92808932e+02  0.00000000e+00  0.00000000e+00
  1.77000000e+02]",
847,197.0000,0.5026,"[ 4.92500000e-01  0.00000000e+00 -8.16090768e+03  0.00000000e+00
 -4.92500000e-01 -5.48493557e+02  0.00000000e+00  0.00000000e+00
  1.97000000e+02]","[ 2.11750000e+00  0.00000000e+00 -3.50877604e+04  0.00000000e+00
 -2.11750000e+00 -2.35824387e+03  0.00000000e+00  0.00000000e+00
  8.47000000e+02]",
680,453.0000,0.0923,"[ 1.13250000e+00  0.00000000e+00 -1.87659451e+04  0.00000000e+00
 -1.13250000e+00 -1.26125676e+03  0.00000000e+00  0.00000000e+00
  4.53000000e+02]","[ 1.70000000e+00  0.00000000e+00 -2.81696306e+04  0.00000000e+00
 -1.70000000e+00 -1.89327725e+03  0.00000000e+00  0.00000000e+00
  6.80000000e+02]",
736,1023.0000,0.0844,"[ 2.55750000e+00  0.00000000e+00 -4.23787236e+04  0.00000000e+00
 -2.55750000e+00 -2.84826857e+03  0.00000000e+00  0.00000000e+00
  1.02300000e+03]","[ 1.84000000e+00  0.00000000e+00 -3.04894825e+04  0.00000000e+00
 -1.84000000e+00 -2.04919420e+03  0.00000000e+00  0.00000000e+00
  7.36000000e+02]",
1798,913.0000,0.2843,"[ 2.28250000e+00  0.00000000e+00 -3.78218716e+04  0.00000000e+00
 -2.28250000e+00 -2.54200313e+03  0.00000000e+00  0.00000000e+00
  9.13000000e+02]","[ 4.49500000e+00  0.00000000e+00 -7.44838173e+04  0.00000000e+00
 -4.49500000e+00 -5.00604779e+03  0.00000000e+00  0.00000000e+00
  1.79800000e+03]",
1242,619.0000,0.2528,"[ 1.54750000e+00  0.00000000e+00 -2.56426490e+04  0.00000000e+00
 -1.54750000e+00 -1.72343915e+03  0.00000000e+00  0.00000000e+00
  6.19000000e+02]","[ 3.10500000e+00  0.00000000e+00 -5.14510017e+04  0.00000000e+00
 -3.10500000e+00 -3.45801522e+03  0.00000000e+00  0.00000000e+00
  1.24200000e+03]",
303,1019.0000,0.4863,"[ 2.54750000e+00  0.00000000e+00 -4.22130199e+04  0.00000000e+00
 -2.54750000e+00 -2.83713165e+03  0.00000000e+00  0.00000000e+00
  1.01900000e+03]","[ 7.57500000e-01  0.00000000e+00 -1.25520560e+04  0.00000000e+00
 -7.57500000e-01 -8.43622069e+02  0.00000000e+00  0.00000000e+00
  3.03000000e+02]",
1305,782.0000,0.1442,"[ 1.95500000e+00  0.00000000e+00 -3.23950752e+04  0.00000000e+00
 -1.95500000e+00 -2.17726884e+03  0.00000000e+00  0.00000000e+00
  7.82000000e+02]","[ 3.26250000e+00  0.00000000e+00 -5.40608351e+04  0.00000000e+00
 -3.26250000e+00 -3.63342178e+03  0.00000000e+00  0.00000000e+00
  1.30500000e+03]",
1044,419.0000,0.2328,"[ 1.04750000e+00  0.00000000e+00 -1.73574635e+04  0.00000000e+00
 -1.04750000e+00 -1.16659289e+03  0.00000000e+00  0.00000000e+00
  4.19000000e+02]","[ 2.61000000e+00  0.00000000e+00 -4.32486681e+04  0.00000000e+00
 -2.61000000e+00 -2.90673743e+03  0.00000000e+00  0.00000000e+00
  1.04400000e+03]",
1209,222.0000,0.3133,"[ 5.55000000e-01  0.00000000e+00 -9.19655586e+03  0.00000000e+00
 -5.55000000e-01 -6.18099338e+02  0.00000000e+00  0.00000000e+00
  2.22000000e+02]","[ 3.02250000e+00  0.00000000e+00 -5.00839461e+04  0.00000000e+00
 -3.02250000e+00 -3.36613558e+03  0.00000000e+00  0.00000000e+00
  1.20900000e+03]",
591,412.0000,0.0730,"[ 1.03000000e+00  0.00000000e+00 -1.70674821e+04  0.00000000e+00
 -1.03000000e+00 -1.14710328e+03  0.00000000e+00  0.00000000e+00
  4.12000000e+02]","[ 1.47750000e+00  0.00000000e+00 -2.44827230e+04  0.00000000e+00
 -1.47750000e+00 -1.64548067e+03  0.00000000e+00  0.00000000e+00
  5.91000000e+02]",
1515,795.0000,0.1843,"[ 1.98750000e+00  0.00000000e+00 -3.29336122e+04  0.00000000e+00
 -1.98750000e+00 -2.21346385e+03  0.00000000e+00  0.00000000e+00
  7.95000000e+02]","[ 3.78750000e+00  0.00000000e+00 -6.27602799e+04  0.00000000e+00
 -3.78750000e+00 -4.21811035e+03  0.00000000e+00  0.00000000e+00
  1.51500000e+03]",
170,233.0000,0.1740,"[ 5.82500000e-01  0.00000000e+00 -9.65224107e+03  0.00000000e+00
 -5.82500000e-01 -6.48725882e+02  0.00000000e+00  0.00000000e+00
  2.33000000e+02]","[ 4.25000000e-01  0.00000000e+00 -7.04240764e+03  0.00000000e+00
 -4.25000000e-01 -4.73319313e+02  0.00000000e+00  0.00000000e+00
  1.70000000e+02]",
976,1152.0000,0.1955,"[ 2.88000000e+00  0.00000000e+00 -4.77226683e+04  0.00000000e+00
 -2.88000000e+00 -3.20743440e+03  0.00000000e+00  0.00000000e+00
  1.15200000e+03]","[ 2.44000000e+00  0.00000000e+00 -4.04317051e+04  0.00000000e+00
 -2.44000000e+00 -2.71740970e+03  0.00000000e+00  0.00000000e+00
  9.76000000e+02]",
952,549.0000,0.2225,"[ 1.37250000e+00  0.00000000e+00 -2.27428341e+04  0.00000000e+00
 -1.37250000e+00 -1.52854296e+03  0.00000000e+00  0.00000000e+00
  5.49000000e+02]","[ 2.38000000e+00  0.00000000e+00 -3.94374828e+04  0.00000000e+00
 -2.38000000e+00 -2.65058815e+03  0.00000000e+00  0.00000000e+00
  9.52000000e+02]",
1527,384.0000,0.2331,"[ 9.60000000e-01  0.00000000e+00 -1.59075561e+04  0.00000000e+00
 -9.60000000e-01 -1.06914480e+03  0.00000000e+00  0.00000000e+00
  3.84000000e+02]","[ 3.81750000e+00  0.00000000e+00 -6.32573910e+04  0.00000000e+00
 -3.81750000e+00 -4.25152112e+03  0.00000000e+00  0.00000000e+00
  1.52700000e+03]",
1785,971.0000,0.2454,"[ 2.42750000e+00  0.00000000e+00 -4.02245754e+04  0.00000000e+00
 -2.42750000e+00 -2.70348855e+03  0.00000000e+00  0.00000000e+00
  9.71000000e+02]","[ 4.46250000e+00  0.00000000e+00 -7.39452803e+04  0.00000000e+00
 -4.46250000e+00 -4.96985279e+03  0.00000000e+00  0.00000000e+00
  1.78500000e+03]",
64,361.0000,0.2648,"[ 9.02500000e-01  0.00000000e+00 -1.49547598e+04  0.00000000e+00
 -9.02500000e-01 -1.00510748e+03  0.00000000e+00  0.00000000e+00
  3.61000000e+02]","[ 1.60000000e-01  0.00000000e+00 -2.65125935e+03  0.00000000e+00
 -1.60000000e-01 -1.78190800e+02  0.00000000e+00  0.00000000e+00
  6.40000000e+01]",
845,1053.0000,0.1980,"[ 2.63250000e+00  0.00000000e+00 -4.36215015e+04  0.00000000e+00
 -2.63250000e+00 -2.93179551e+03  0.00000000e+00  0.00000000e+00
  1.05300000e+03]","[ 2.11250000e+00  0.00000000e+00 -3.50049086e+04  0.00000000e+00
 -2.11250000e+00 -2.35267541e+03  0.00000000e+00  0.00000000e+00
  8.45000000e+02]",
540,701.0000,0.1160,"[ 1.75250000e+00  0.00000000e+00 -2.90395750e+04  0.00000000e+00
 -1.75250000e+00 -1.95174611e+03  0.00000000e+00  0.00000000e+00
  7.01000000e+02]","[ 1.35000000e+00  0.00000000e+00 -2.23700008e+04  0.00000000e+00
 -1.35000000e+00 -1.50348488e+03  0.00000000e+00  0.00000000e+00
  5.40000000e+02]",
1804,1040.0000,0.1599,"[ 2.60000000e+00  0.00000000e+00 -4.30829644e+04  0.00000000e+00
 -2.60000000e+00 -2.89560050e+03  0.00000000e+00  0.00000000e+00
  1.04000000e+03]","[ 4.51000000e+00  0.00000000e+00 -7.47323729e+04  0.00000000e+00
 -4.51000000e+00 -5.02275318e+03  0.00000000e+00  0.00000000e+00
  1.80400000e+03]",
1023,1125.0000,0.1798,"[ 2.81250000e+00  0.00000000e+00 -4.66041682e+04  0.00000000e+00
 -2.81250000e+00 -3.13226016e+03  0.00000000e+00  0.00000000e+00
  1.12500000e+03]","[ 2.55750000e+00  0.00000000e+00 -4.23787236e+04  0.00000000e+00
 -2.55750000e+00 -2.84826857e+03  0.00000000e+00  0.00000000e+00
  1.02300000e+03]",
962,1018.0000,0.1032,"[ 2.54500000e+00  0.00000000e+00 -4.21715940e+04  0.00000000e+00
 -2.54500000e+00 -2.83434741e+03  0.00000000e+00  0.00000000e+00
  1.01800000e+03]","[ 2.40500000e+00  0.00000000e+00 -3.98517421e+04  0.00000000e+00
 -2.40500000e+00 -2.67843046e+03  0.00000000e+00  0.00000000e+00
  9.62000000e+02]",
819,845.0000,0.1748,"[ 2.11250000e+00  0.00000000e+00 -3.50049086e+04  0.00000000e+00
 -2.11250000e+00 -2.35267541e+03  0.00000000e+00  0.00000000e+00
  8.45000000e+02]","[ 2.04750000e+00  0.00000000e+00 -3.39278345e+04  0.00000000e+00
 -2.04750000e+00 -2.28028540e+03  0.00000000e+00  0.00000000e+00
  8.19000000e+02]",
1077,335.0000,0.1935,"[ 8.37500000e-01  0.00000000e+00 -1.38776857e+04  0.00000000e+00
 -8.37500000e-01 -9.32717470e+02  0.00000000e+00  0.00000000e+00
  3.35000000e+02]","[ 2.69250000e+00  0.00000000e+00 -4.46157237e+04  0.00000000e+00
 -2.69250000e+00 -2.99861706e+03  0.00000000e+00  0.00000000e+00
  1.07700000e+03]",
533,157.0000,0.6208,"[ 3.92500000e-01  0.00000000e+00 -6.50387059e+03  0.00000000e+00
 -3.92500000e-01 -4.37124307e+02  0.00000000e+00  0.00000000e+00
  1.57000000e+02]","[ 1.33250000e+00  0.00000000e+00 -2.20800193e+04  0.00000000e+00
 -1.33250000e+00 -1.48399526e+03  0.00000000e+00  0.00000000e+00
  5.33000000e+02]",
344,196.0000,0.1649,"[ 4.90000000e-01  0.00000000e+00 -8.11948175e+03  0.00000000e+00
 -4.90000000e-01 -5.45709325e+02  0.00000000e+00  0.00000000e+00
  1.96000000e+02]","[ 8.60000000e-01  0.00000000e+00 -1.42505190e+04  0.00000000e+00
 -8.60000000e-01 -9.57775551e+02  0.00000000e+00  0.00000000e+00
  3.44000000e+02]",
1797,653.0000,0.2743,"[ 1.63250000e+00  0.00000000e+00 -2.70511305e+04  0.00000000e+00
 -1.63250000e+00 -1.81810301e+03  0.00000000e+00  0.00000000e+00
  6.53000000e+02]","[ 4.49250000e+00  0.00000000e+00 -7.44423914e+04  0.00000000e+00
 -4.49250000e+00 -5.00326356e+03  0.00000000e+00  0.00000000e+00
  1.79700000e+03]",
894,1366.0000,0.1728,"[ 3.41500000e+00  0.00000000e+00 -5.65878167e+04  0.00000000e+00
 -3.41500000e+00 -3.80325989e+03  0.00000000e+00  0.00000000e+00
  1.36600000e+03]","[ 2.23500000e+00  0.00000000e+00 -3.70347790e+04  0.00000000e+00
 -2.23500000e+00 -2.48910274e+03  0.00000000e+00  0.00000000e+00
  8.94000000e+02]",
362,62.0000,0.4416,"[ 1.55000000e-01  0.00000000e+00 -2.56840749e+03  0.00000000e+00
 -1.55000000e-01 -1.72622338e+02  0.00000000e+00  0.00000000e+00
  6.20000000e+01]","[ 9.05000000e-01  0.00000000e+00 -1.49961857e+04  0.00000000e+00
 -9.05000000e-01 -1.00789171e+03  0.00000000e+00  0.00000000e+00
  3.62000000e+02]",
859,589.0000,0.1745,"[ 1.47250000e+00  0.00000000e+00 -2.43998712e+04  0.00000000e+00
 -1.47250000e+00 -1.63991221e+03  0.00000000e+00  0.00000000e+00
  5.89000000e+02]","[ 2.14750000e+00  0.00000000e+00 -3.55848716e+04  0.00000000e+00
 -2.14750000e+00 -2.39165465e+03  0.00000000e+00  0.00000000e+00
  8.59000000e+02]",
1013,1172.0000,0.2036,"[ 2.93000000e+00  0.00000000e+00 -4.85511868e+04  0.00000000e+00
 -2.93000000e+00 -3.26311903e+03  0.00000000e+00  0.00000000e+00
  1.17200000e+03]","[ 2.53250000e+00  0.00000000e+00 -4.19644644e+04  0.00000000e+00
 -2.53250000e+00 -2.82042626e+03  0.00000000e+00  0.00000000e+00
  1.01300000e+03]",
1497,657.0000,0.0868,"[ 1.64250000e+00  0.00000000e+00 -2.72168342e+04  0.00000000e+00
 -1.64250000e+00 -1.82923993e+03  0.00000000e+00  0.00000000e+00
  6.57000000e+02]","[ 3.74250000e+00  0.00000000e+00 -6.20146132e+04  0.00000000e+00
 -3.74250000e+00 -4.16799418e+03  0.00000000e+00  0.00000000e+00
  1.49700000e+03]",
1570,542.0000,0.1356,"[ 1.35500000e+00  0.00000000e+00 -2.24528526e+04  0.00000000e+00
 -1.35500000e+00 -1.50905334e+03  0.00000000e+00  0.00000000e+00
  5.42000000e+02]","[ 3.92500000e+00  0.00000000e+00 -6.50387059e+04  0.00000000e+00
 -3.92500000e+00 -4.37124307e+03  0.00000000e+00  0.00000000e+00
  1.57000000e+03]",
1673,747.0000,0.0992,"[ 1.86750000e+00  0.00000000e+00 -3.09451677e+04  0.00000000e+00
 -1.86750000e+00 -2.07982075e+03  0.00000000e+00  0.00000000e+00
  7.47000000e+02]","[ 4.18250000e+00  0.00000000e+00 -6.93055764e+04  0.00000000e+00
 -4.18250000e+00 -4.65801889e+03  0.00000000e+00  0.00000000e+00
  1.67300000e+03]",
362,249.0000,0.1222,"[ 6.22500000e-01  0.00000000e+00 -1.03150559e+04  0.00000000e+00
 -6.22500000e-01 -6.93273582e+02  0.00000000e+00  0.00000000e+00
  2.49000000e+02]","[ 9.05000000e-01  0.00000000e+00 -1.49961857e+04  0.00000000e+00
 -9.05000000e-01 -1.00789171e+03  0.00000000e+00  0.00000000e+00
  3.62000000e+02]",
446,974.0000,0.2024,"[ 2.43500000e+00  0.00000000e+00 -4.03488532e+04  0.00000000e+00
 -2.43500000e+00 -2.71184124e+03  0.00000000e+00  0.00000000e+00
  9.74000000e+02]","[ 1.11500000e+00  0.00000000e+00 -1.84759636e+04  0.00000000e+00
 -1.11500000e+00 -1.24176714e+03  0.00000000e+00  0.00000000e+00
  4.46000000e+02]",
